Devices
1000
,,FP1_4719 - Force,,,FP1_4719 - Moment,,,FP1_4719 - CoP,,,FP1_4719 - Raw,,,,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Pin 1,Pin 2,Pin 3,Pin 4,Pin 5,Pin 6
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V
976,3,-5.72396,-11.7563,-589.853,-45346.2,-4064.96,-79.1255,224.884,330.877,0,0.0488281,-0.0604248,1.02814,0.729065,-0.0790405,0.0149536
977,0,-6.17483,-11.6666,-590.739,-45400.7,-4062.07,-88.0441,224.899,330.854,0,0.0518799,-0.0598145,1.02966,0.72998,-0.0793457,0.0152588
977,1,-6.4451,-11.5743,-590.038,-45338.4,-4012.4,-87.9863,224.975,330.84,0,0.0537109,-0.0592041,1.02844,0.729065,-0.0787354,0.0152588
977,2,-6.62208,-11.7526,-590.041,-45384.9,-4159.2,-87.6418,224.726,330.918,0,0.0549316,-0.0604248,1.02844,0.729675,-0.0811768,0.0152588
977,3,-6.80406,-11.8443,-590.396,-45350.3,-4111.68,-105.766,224.811,330.813,0,0.0561523,-0.0610352,1.02905,0.729065,-0.0805664,0.0158691
978,0,-7.11912,-11.6171,-590.222,-45359.8,-4058.7,-87.5782,224.898,330.852,0,0.0582886,-0.0595093,1.02875,0.72937,-0.0799561,0.0152588
978,1,-7.34643,-11.5286,-590.752,-45317.5,-4028.02,-78.5893,224.957,330.712,0,0.0598145,-0.0588989,1.02966,0.72876,-0.0796509,0.0149536
978,2,-7.97424,-11.4788,-590.055,-45334.4,-4019.77,-60.0383,224.962,330.831,0,0.0640869,-0.0585938,1.02844,0.729065,-0.0799561,0.0143433
978,3,-8.02106,-11.436,-590.582,-45255.6,-4074.76,-23.9125,224.875,330.629,0,0.0643921,-0.0582886,1.02936,0.727844,-0.0808716,0.0131226
979,0,-8.28823,-11.2058,-590.059,-45380.8,-4063.72,-87.1357,224.888,330.909,0,0.0662231,-0.0567627,1.02844,0.72998,-0.0808716,0.0152588
979,1,-8.47051,-11.2537,-590.585,-45267.1,-4053.63,48.7895,224.911,330.648,0,0.0674438,-0.0570679,1.02936,0.728149,-0.0808716,0.0106812
979,2,-8.51593,-11.028,-590.939,-45354.2,-4012.55,-23.807,224.985,330.749,0,0.067749,-0.055542,1.02997,0.729675,-0.0802612,0.0131226
979,3,-9.01177,-10.7116,-591.294,-45321.5,-4047.18,21.5564,224.93,330.648,0,0.071106,-0.0534058,1.03058,0.72937,-0.0811768,0.0115967
980,0,-9.19495,-10.5786,-591.823,-45258,-3999.35,12.3157,225.017,330.472,0,0.0723267,-0.0524902,1.03149,0.728455,-0.0805664,0.0119019
980,1,-9.23508,-10.4386,-591.295,-45387.2,-4075.34,57.9239,224.883,330.759,0,0.0726318,-0.0515747,1.03058,0.730591,-0.0817871,0.010376
980,2,-9.46332,-10.351,-591.824,-45267.8,-4103.05,57.7604,224.842,330.489,0,0.0741577,-0.0509644,1.03149,0.72876,-0.0823975,0.010376
980,3,-9.68843,-10.44,-591.475,-45271.3,-3996.36,66.9826,225.018,330.54,0,0.0756836,-0.0515747,1.03088,0.72876,-0.0808716,0.0100708
981,0,-10.0069,-10.1275,-592.708,-45239.1,-3979.35,112.112,225.061,330.326,0,0.0778198,-0.0494385,1.03302,0.728455,-0.0808716,0.00854492
981,1,-10.0951,-10.0796,-592.005,-45217.5,-4054.35,94.0945,224.926,330.38,0,0.0784302,-0.0491333,1.0318,0.728149,-0.0820923,0.00915527
981,2,-10.1889,-10.3548,-592.886,-45133,-3990.31,112.149,225.045,330.124,0,0.0790405,-0.0509644,1.03333,0.726624,-0.0811768,0.00854492
981,3,-10.3193,-10.0332,-592.007,-45273.4,-3985.37,148.651,225.043,330.475,0,0.0799561,-0.0488281,1.0318,0.729065,-0.0811768,0.00732422
982,0,-10.413,-9.99134,-592.535,-45155.9,-3980.59,130.286,225.057,330.208,0,0.0805664,-0.0485229,1.03271,0.727234,-0.0811768,0.00793457
982,1,-10.4992,-9.85158,-591.832,-45246.3,-4016.34,148.647,224.989,330.451,0,0.0811768,-0.0476074,1.03149,0.72876,-0.0817871,0.00732422
982,2,-10.6816,-9.76237,-591.832,-45165.1,-3950.01,157.601,225.101,330.314,0,0.0823975,-0.0469971,1.03149,0.727539,-0.0808716,0.00701904
982,3,-10.6367,-9.67382,-592.711,-45219.8,-4008.28,184.744,225.012,330.293,0,0.0820923,-0.0463867,1.03302,0.728455,-0.0817871,0.00610352
983,0,-10.7737,-9.76483,-592.537,-45146.2,-3925.11,166.585,225.151,330.191,0,0.0830078,-0.0469971,1.03271,0.727234,-0.0805664,0.00671387
983,1,-10.8162,-9.62616,-591.656,-45120.6,-4002.12,202.935,225.011,330.262,0,0.083313,-0.0460815,1.03119,0.726929,-0.0817871,0.00549316
983,2,-10.8197,-9.76535,-592.36,-45049.5,-3962.28,175.577,225.086,330.051,0,0.083313,-0.0469971,1.03241,0.725708,-0.0811768,0.00640869
983,3,-10.8133,-9.62214,-590.423,-45100.6,-4043.24,212.157,224.927,330.387,0,0.083313,-0.0460815,1.02905,0.726624,-0.0823975,0.00518799
984,0,-10.9988,-9.58275,-591.833,-45002.9,-4013.15,202.81,224.994,330.04,0,0.0845337,-0.0457764,1.03149,0.725098,-0.0820923,0.00549316
984,1,-10.8615,-9.67119,-591.303,-45025.8,-4039.41,239.187,224.944,330.147,0,0.0836182,-0.0463867,1.03058,0.725403,-0.0823975,0.00427246
984,2,-10.7725,-9.76219,-591.304,-45029.6,-3985.8,175.672,225.034,330.153,0,0.0830078,-0.0469971,1.03058,0.725403,-0.0814819,0.00640869
984,3,-10.9081,-9.67116,-590.597,-44909.4,-3941.65,275.349,225.101,330.041,0,0.0839233,-0.0463867,1.02936,0.723572,-0.0808716,0.00305176
985,0,-10.7272,-9.48975,-590.42,-44940.3,-4008.95,202.706,224.985,330.116,0,0.0827026,-0.045166,1.02905,0.724182,-0.0817871,0.00549316
985,1,-10.5501,-9.5392,-591.296,-44923.3,-3918.06,265.938,225.149,329.974,0,0.0814819,-0.0454712,1.03058,0.723877,-0.0802612,0.00335693
985,2,-10.5013,-9.66913,-589.182,-44812.1,-3982.18,311.478,225.016,330.058,0,0.0811768,-0.0463867,1.02692,0.722046,-0.0811768,0.00183105
985,3,-10.4144,-9.62681,-589.533,-44752.3,-3927.9,265.89,225.112,329.911,0,0.0805664,-0.0460815,1.02753,0.72113,-0.0802612,0.00335693
986,0,-10.3668,-9.58022,-589.709,-44847.2,-4026.37,275.091,224.947,330.05,0,0.0802612,-0.0457764,1.02783,0.722656,-0.0817871,0.00305176
986,1,-10.145,-9.58342,-589.705,-44712,-3978.58,292.884,225.028,329.821,0,0.0787354,-0.0457764,1.02783,0.72052,-0.0808716,0.00244141
986,2,-9.78244,-9.85345,-589.349,-44762,-3995.25,338.324,224.996,329.952,0,0.0762939,-0.0476074,1.02722,0.72113,-0.0808716,0.000915527
986,3,-9.69363,-9.76451,-589.524,-44700.4,-4077.08,292.811,224.859,329.825,0,0.0756836,-0.0469971,1.02753,0.720215,-0.0820923,0.00244141
987,0,-9.51018,-9.80653,-588.819,-44779.3,-4105.92,292.968,224.802,330.049,0,0.0744629,-0.0473022,1.02631,0.721436,-0.0823975,0.00244141
987,1,-8.97165,-9.9465,-589.692,-44766.4,-4167.66,301.737,224.708,329.915,0,0.0708008,-0.0482178,1.02783,0.72113,-0.0830078,0.00213623
987,2,-9.1083,-10.1725,-588.988,-44582.4,-4143.37,347.076,224.74,329.693,0,0.0717163,-0.0497437,1.02661,0.718079,-0.0827026,0.000610352
987,3,-8.7466,-9.99124,-588.807,-44671.2,-4121.07,374.148,224.776,329.867,0,0.0692749,-0.0485229,1.02631,0.719604,-0.0820923,-0.000305176
988,0,-8.56689,-9.81041,-588.453,-44644,-4149.94,310.489,224.723,329.867,0,0.0680542,-0.0473022,1.0257,0.719299,-0.0823975,0.00183105
988,1,-8.43278,-9.99229,-588.276,-44497.3,-4292.65,283.19,224.478,329.64,0,0.0671387,-0.0485229,1.02539,0.716858,-0.0845337,0.00274658
988,2,-8.20525,-10.0815,-588.275,-44597.8,-4341.61,274.232,224.395,329.811,0,0.0656128,-0.0491333,1.02539,0.718384,-0.085144,0.00305176
988,3,-8.16123,-10.0386,-589.154,-44654.3,-4322.36,292.286,224.438,329.794,0,0.0653076,-0.0488281,1.02692,0.719299,-0.0848389,0.00244141
989,0,-7.80027,-10.3092,-588.624,-44646.3,-4320.62,265.089,224.435,329.849,0,0.0628662,-0.0506592,1.026,0.718994,-0.0845337,0.00335693
989,1,-7.66455,-9.99155,-587.917,-44593.8,-4406.16,228.631,224.28,329.851,0,0.0619507,-0.0485229,1.02478,0.718384,-0.0857544,0.00457764
989,2,-7.12585,-10.0417,-589.143,-44596.7,-4525.33,246.434,224.094,329.698,0,0.0582886,-0.0488281,1.02692,0.718384,-0.0872803,0.00396729
989,3,-7.16793,-9.99411,-589.146,-44691.5,-4659.37,183.163,223.866,329.858,0,0.0585938,-0.0485229,1.02692,0.71991,-0.0894165,0.00610352
990,0,-6.85305,-9.72359,-588.787,-44660.4,-4654.9,219.133,223.869,329.852,0,0.0564575,-0.0466919,1.02631,0.719604,-0.0891113,0.00488281
990,1,-6.94453,-9.99628,-589.32,-44614.5,-4727.99,137.597,223.752,329.705,0,0.0570679,-0.0485229,1.02722,0.718689,-0.090332,0.00762939
990,2,-6.71879,-9.95204,-589.669,-44632.2,-4834.49,146.572,223.576,329.69,0,0.055542,-0.0482178,1.02783,0.718994,-0.0918579,0.00732422
990,3,-6.40173,-9.67948,-589.313,-44736.3,-4830.27,119.254,223.579,329.913,0,0.0534058,-0.0463867,1.02722,0.720825,-0.0915527,0.00823975
991,0,-6.13306,-9.50196,-589.836,-44613.3,-5055.21,118.897,223.204,329.637,0,0.0515747,-0.045166,1.02814,0.718994,-0.0949097,0.00823975
991,1,-6.12943,-9.58857,-589.312,-44694.2,-5173.06,37.5713,222.997,329.841,0,0.0515747,-0.0457764,1.02722,0.720215,-0.0967407,0.0109863
991,2,-5.90335,-9.45356,-589.661,-44766,-5221.24,55.615,222.92,329.918,0,0.0500488,-0.0448608,1.02783,0.721436,-0.0973511,0.010376
991,3,-5.68249,-9.27866,-590.888,-44720.3,-5190.29,82.3695,222.991,329.683,0,0.0485229,-0.0436401,1.02997,0.720825,-0.0967407,0.00946045
992,0,-5.31902,-9.27578,-590.184,-44778.1,-5344.61,-26.3914,222.719,329.871,0,0.0460815,-0.0436401,1.02875,0.721741,-0.098877,0.0131226
992,1,-5.23172,-8.87313,-591.237,-44742.1,-5444.02,-53.996,222.567,329.675,0,0.0454712,-0.0408936,1.03058,0.721436,-0.100403,0.0140381
992,2,-5.09408,-8.91707,-591.236,-44802.1,-5546.86,-26.6805,222.393,329.777,0,0.0445557,-0.0411987,1.03058,0.722351,-0.101929,0.0131226
992,3,-4.86642,-8.91486,-590.884,-44917.8,-5558.04,-80.9917,222.369,330.018,0,0.0430298,-0.0411987,1.02997,0.724182,-0.101929,0.0149536
993,0,-4.73488,-8.82943,-592.115,-44856.9,-5659.44,-144.791,222.217,329.757,0,0.0421143,-0.0405884,1.0321,0.723267,-0.103455,0.0170898
993,1,-4.64436,-9.10121,-592.467,-44868.8,-5720.99,-144.684,222.119,329.732,0,0.0415039,-0.0424194,1.03271,0.723267,-0.10437,0.0170898
993,2,-4.41651,-8.60197,-592.111,-45001.9,-5731.77,-135.742,222.095,330.002,0,0.039978,-0.0390625,1.0321,0.725708,-0.10437,0.0167847
993,3,-4.27879,-8.60054,-592.111,-45040.8,-5932.17,-180.988,221.756,330.068,0,0.0390625,-0.0390625,1.0321,0.726318,-0.107422,0.0183105
994,0,-4.01436,-8.42633,-593.164,-44898.5,-5982.12,-254.104,221.69,329.693,0,0.0372314,-0.0378418,1.03394,0.724182,-0.108032,0.020752
994,1,-4.05661,-8.51441,-592.99,-44960.3,-6057.79,-244.803,221.559,329.82,0,0.0375366,-0.0384521,1.03363,0.725098,-0.109253,0.0204468
994,2,-3.69822,-8.3825,-594.043,-45032.4,-6072.62,-308.57,221.552,329.807,0,0.0350952,-0.0375366,1.03546,0.726318,-0.109253,0.022583
994,3,-3.87745,-8.42671,-594.045,-45053.7,-6064.06,-272.145,221.567,329.842,0,0.0363159,-0.0378418,1.03546,0.726624,-0.109253,0.0213623
995,0,-3.51893,-8.38507,-594.745,-44994.4,-6215.34,-308.726,221.325,329.653,0,0.0338745,-0.0375366,1.03668,0.725708,-0.111389,0.022583
995,1,-3.65505,-8.34124,-595.452,-45012.3,-6266.45,-372.205,221.251,329.593,0,0.03479,-0.0372314,1.0379,0.726013,-0.112305,0.0247192
995,2,-3.51695,-8.24996,-595.802,-45105.4,-6426.7,-335.853,220.988,329.705,0,0.0338745,-0.0366211,1.03851,0.727539,-0.114746,0.0234985
995,3,-3.51865,-8.1623,-596.682,-45121.4,-6424.93,-326.921,221.007,329.621,0,0.0338745,-0.0360107,1.04004,0.727844,-0.114746,0.0231934
996,0,-3.47348,-8.16261,-596.859,-45102.3,-6543.46,-381.347,220.812,329.566,0,0.0335693,-0.0360107,1.04034,0.727539,-0.116577,0.0250244
996,1,-3.47374,-8.29958,-597.742,-45185.9,-6561.34,-426.602,220.798,329.594,0,0.0335693,-0.0369263,1.04187,0.72876,-0.116882,0.0265503
996,2,-3.38017,-8.38859,-598.092,-45306,-6680.51,-371.974,220.605,329.751,0,0.032959,-0.0375366,1.04248,0.730591,-0.118713,0.0247192
996,3,-3.11116,-8.25534,-598.617,-45339.2,-6672.5,-381.277,220.628,329.74,0,0.0311279,-0.0366211,1.0434,0.731201,-0.118408,0.0250244
997,0,-3.15774,-8.07734,-599.674,-45332.2,-6804.64,-435.84,220.428,329.595,0,0.0314331,-0.0354004,1.04523,0.731201,-0.120544,0.0268555
997,1,-3.06883,-8.12543,-600.907,-45431.4,-6786.95,-454.02,220.48,329.605,0,0.0308228,-0.0357056,1.04736,0.732727,-0.120239,0.0274658
997,2,-3.15671,-8.39575,-601.438,-45520.7,-6878.58,-453.709,220.338,329.686,0,0.0314331,-0.0375366,1.04828,0.733948,-0.121765,0.0274658
997,3,-3.2904,-7.94246,-601.439,-45559.4,-6989.01,-480.968,220.155,329.751,0,0.0323486,-0.0344849,1.04828,0.734863,-0.123596,0.0283813
998,0,-3.1566,-7.71852,-601.788,-45511.5,-7072.29,-490.297,220.023,329.627,0,0.0314331,-0.032959,1.04889,0.734253,-0.124817,0.0286865
998,1,-3.24859,-7.62989,-602.141,-45469.1,-7048.19,-490.422,220.07,329.513,0,0.0320435,-0.0323486,1.0495,0.733643,-0.124512,0.0286865
998,2,-3.33907,-7.54148,-603.375,-45581.9,-7060.99,-499.473,220.073,329.545,0,0.0326538,-0.0317383,1.05164,0.735474,-0.124817,0.0289917
998,3,-3.34027,-7.63396,-604.257,-45624.9,-7079.01,-553.884,220.06,329.506,0,0.0326538,-0.0323486,1.05316,0.736084,-0.125122,0.0308228
999,0,-3.16144,-7.18441,-604.781,-45606.1,-7183.48,-572.392,219.897,329.409,0,0.0314331,-0.0292969,1.05408,0.736084,-0.126648,0.0314331
999,1,-3.34117,-7.23173,-606.368,-45705.6,-7307.64,-554.115,219.724,329.376,0,0.0326538,-0.0296021,1.05682,0.73761,-0.128784,0.0308228
999,2,-3.38732,-7.05096,-606.017,-45620.5,-7345.65,-608.67,219.654,329.279,0,0.032959,-0.0283813,1.05621,0.736389,-0.129395,0.0326538
999,3,-3.34083,-6.96013,-606.369,-45713.5,-7405.21,-626.752,219.563,329.389,0,0.0326538,-0.027771,1.05682,0.737915,-0.13031,0.0332642
1000,0,-3.34142,-6.78102,-607.072,-45764.1,-7403.6,-599.653,219.579,329.385,0,0.0326538,-0.0265503,1.05804,0.738831,-0.13031,0.0323486
1000,1,-3.25058,-6.51116,-607.951,-45811.2,-7619.63,-636.039,219.242,329.353,0,0.0320435,-0.0247192,1.05957,0.739746,-0.133667,0.0335693
1000,2,-3.38459,-6.46391,-607.602,-45886.2,-7517.1,-644.966,219.403,329.52,0,0.032959,-0.0244141,1.05896,0.740967,-0.132141,0.0338745
1000,3,-3.60898,-6.37369,-608.132,-45863.5,-7699.73,-635.823,219.114,329.417,0,0.0344849,-0.0238037,1.05988,0.740662,-0.135193,0.0335693
1001,0,-3.61094,-6.19557,-608.835,-45837,-7737.31,-645.098,219.067,329.286,0,0.0344849,-0.022583,1.0611,0.740356,-0.135803,0.0338745
1001,1,-3.38628,-5.97074,-609.185,-45924,-7688.92,-681.557,219.153,329.386,0,0.032959,-0.0210571,1.06171,0.741882,-0.134888,0.0350952
1001,2,-3.74725,-5.97099,-609.54,-45924.1,-7632.7,-645.168,219.253,329.342,0,0.0354004,-0.0210571,1.06232,0.741882,-0.134277,0.0338745
1001,3,-3.56741,-5.92727,-609.891,-45864.7,-7834.74,-699.723,218.929,329.202,0,0.0341797,-0.020752,1.06293,0.740967,-0.137329,0.0357056
1002,0,-3.75166,-5.65987,-610.773,-45795.7,-7825.47,-763.488,218.963,328.98,0,0.0354004,-0.0189209,1.06445,0.740051,-0.137329,0.0378418
1002,1,-3.79619,-5.29877,-611.477,-45935.1,-7802.49,-763.55,219.015,329.122,0,0.0357056,-0.0164795,1.06567,0.742493,-0.137024,0.0378418
1002,2,-3.88551,-5.3877,-610.951,-45861.5,-7877.15,-772.526,218.882,329.066,0,0.0363159,-0.0170898,1.06476,0.741272,-0.138245,0.038147
1002,3,-3.88383,-5.29464,-610.247,-45915.1,-7820.38,-790.577,218.96,329.24,0,0.0363159,-0.0164795,1.06354,0.742188,-0.137329,0.0387573
1003,0,-3.97687,-5.29839,-611.305,-45857.8,-7872.72,-817.932,218.896,329.016,0,0.0369263,-0.0164795,1.06537,0.741272,-0.138245,0.0396729
1003,1,-3.79664,-4.98225,-611.125,-45844.2,-7920.11,-809.093,218.815,329.016,0,0.0357056,-0.0143433,1.06506,0.741272,-0.138855,0.0393677
1003,2,-4.15741,-5.0278,-611.658,-45827.2,-7980.42,-836.152,218.728,328.923,0,0.038147,-0.0146484,1.06598,0.740967,-0.140076,0.0402832
1003,3,-4.29146,-4.84689,-612.187,-45897.1,-8050.66,-827.03,218.624,328.972,0,0.0390625,-0.0134277,1.06689,0.742188,-0.141296,0.039978
1004,0,-4.11078,-5.07189,-611.657,-45925.7,-7923.84,-799.755,218.82,329.084,0,0.0378418,-0.0149536,1.06598,0.742493,-0.13916,0.0390625
1004,1,-4.5131,-4.88749,-611.312,-45917.9,-8139.19,-853.906,218.461,329.114,0,0.0405884,-0.0137329,1.06537,0.742493,-0.142822,0.0408936
1004,2,-4.20074,-4.71066,-611.833,-45871.9,-8094.18,-808.976,218.546,328.975,0,0.0384521,-0.0125122,1.06628,0.741882,-0.141907,0.0393677
1004,3,-4.38243,-4.66464,-610.955,-45695.6,-8127.22,-872.533,218.473,328.794,0,0.0396729,-0.012207,1.06476,0.739136,-0.142517,0.0415039
1005,0,-4.65096,-4.61857,-611.486,-45790.6,-8152.14,-826.977,218.443,328.884,0,0.0415039,-0.0119019,1.06567,0.740662,-0.143127,0.039978
1005,1,-4.424,-4.57111,-610.605,-45768.9,-8242.17,-881.406,218.277,328.957,0,0.039978,-0.0115967,1.06415,0.740356,-0.144348,0.0418091
1005,2,-4.8318,-4.70749,-610.61,-45639.4,-8204.57,-899.482,218.338,328.744,0,0.0427246,-0.0125122,1.06415,0.73822,-0.144043,0.0424194
1005,3,-4.83095,-4.66064,-609.905,-45598.5,-8205.86,-881.337,218.321,328.763,0,0.0427246,-0.012207,1.06293,0.73761,-0.144043,0.0418091
1006,0,-4.92124,-4.38929,-609.906,-45586.9,-8260.35,-926.772,218.231,328.744,0,0.043335,-0.010376,1.06293,0.73761,-0.144958,0.043335
1006,1,-5.01424,-4.43706,-610.258,-45492.4,-8216.85,-917.844,218.31,328.546,0,0.0439453,-0.0106812,1.06354,0.736084,-0.144348,0.0430298
1006,2,-5.23849,-4.52503,-609.557,-45457.2,-8188.55,-917.66,218.341,328.574,0,0.0454712,-0.0112915,1.06232,0.735474,-0.144043,0.0430298
1006,3,-5.14304,-4.5656,-608.853,-45536.2,-8387.9,-926.427,217.998,328.79,0,0.0448608,-0.0115967,1.0611,0.736694,-0.147095,0.043335
1007,0,-5.28171,-4.2957,-608.325,-45369.7,-8305.7,-953.944,218.122,328.581,0,0.0457764,-0.00976562,1.06018,0.734253,-0.145874,0.0442505
1007,1,-5.54987,-4.29321,-607.976,-45350.2,-8410.36,-944.658,217.942,328.592,0,0.0476074,-0.00976562,1.05957,0.733948,-0.147705,0.0439453
1007,2,-5.77236,-4.38046,-607.451,-45353.9,-8478.42,-917.171,217.818,328.663,0,0.0491333,-0.010376,1.05865,0.733948,-0.148926,0.0430298
1007,3,-5.81714,-4.55845,-606.221,-45322.1,-8323.86,-953.314,218.044,328.762,0,0.0494385,-0.0115967,1.05652,0.733337,-0.146484,0.0442505
1008,0,-5.86196,-4.4685,-606.396,-45260.5,-8476.68,-944.294,217.796,328.639,0,0.0497437,-0.0109863,1.05682,0.732422,-0.148926,0.0439453
1008,1,-5.99577,-4.33019,-605.517,-45215.6,-8511.23,-962.373,217.719,328.673,0,0.0506592,-0.0100708,1.0553,0.731812,-0.149536,0.0445557
1008,2,-6.26749,-4.3305,-605.343,-45118.8,-8460.31,-926.106,217.799,328.534,0,0.0524902,-0.0100708,1.05499,0.730286,-0.148926,0.043335
1008,3,-6.31092,-4.19248,-604.638,-45131.9,-8440.08,-907.917,217.816,328.643,0,0.0527954,-0.00915527,1.05377,0.730591,-0.148621,0.0427246
1009,0,-6.53551,-4.10075,-604.288,-45070,-8508.1,-898.788,217.695,328.584,0,0.0543213,-0.00854492,1.05316,0.729675,-0.149841,0.0424194
1009,1,-6.62681,-4.10098,-604.113,-45011.9,-8485.29,-935.101,217.729,328.509,0,0.0549316,-0.00854492,1.05286,0.72876,-0.149536,0.0436401
1009,2,-6.89576,-3.91805,-603.764,-45023.2,-8492.96,-925.921,217.708,328.571,0,0.0567627,-0.00732422,1.05225,0.729065,-0.149841,0.043335
1009,3,-7.11854,-4.09452,-602.536,-44953,-8562.97,-961.898,217.563,328.606,0,0.0582886,-0.00854492,1.05011,0.727844,-0.151062,0.0445557
1010,0,-7.03124,-4.0081,-603.236,-44833.8,-8643.13,-907.794,217.447,328.322,0,0.0576782,-0.00793457,1.05133,0.726013,-0.152283,0.0427246
1010,1,-7.34696,-3.91517,-602.006,-44713.2,-8553.73,-907.756,217.566,328.274,0,0.0598145,-0.00732422,1.04919,0.724182,-0.151062,0.0427246
1010,2,-7.43255,-3.91056,-601.127,-44751.4,-8667.33,-871.193,217.357,328.446,0,0.0604248,-0.00732422,1.04767,0.724792,-0.152893,0.0415039
1010,3,-7.525,-3.77642,-601.128,-44629.8,-8722.12,-934.862,217.265,328.243,0,0.0610352,-0.00640869,1.04767,0.722961,-0.153809,0.0436401
1011,0,-7.83802,-3.59211,-600.426,-44660.2,-8689.37,-898.398,217.303,328.381,0,0.0631714,-0.00518799,1.04645,0.723572,-0.153503,0.0424194
1011,1,-7.79458,-3.72965,-600.6,-44569.6,-8690.81,-844.086,217.305,328.208,0,0.0628662,-0.00610352,1.04675,0.722046,-0.153503,0.0405884
1011,2,-8.23955,-3.54071,-598.846,-44618.7,-8732,-879.909,217.194,328.508,0,0.065918,-0.00488281,1.0437,0.722961,-0.154419,0.0418091
1011,3,-8.0614,-3.72454,-599.372,-44549.6,-8758.5,-852.851,217.162,328.327,0,0.0646973,-0.00610352,1.04462,0.721741,-0.154724,0.0408936
1012,0,-8.28836,-3.4982,-598.845,-44481.5,-8633.08,-862.034,217.359,328.279,0,0.0662231,-0.00457764,1.0437,0.720825,-0.152893,0.0411987
1012,1,-8.24074,-3.81346,-599.021,-44533.9,-8731.28,-816.424,217.199,328.344,0,0.065918,-0.00671387,1.04401,0.721436,-0.154419,0.0396729
1012,2,-8.73555,-3.63054,-598.673,-44506.5,-8709.18,-789.064,217.228,328.342,0,0.0692749,-0.00549316,1.0434,0.72113,-0.154419,0.0387573
1012,3,-8.82709,-4.08343,-598.676,-44409.9,-8685.74,-788.936,217.267,328.18,0,0.0698853,-0.00854492,1.0434,0.719299,-0.154114,0.0387573
1013,0,-8.91754,-3.85821,-598.851,-44342.6,-8797.61,-761.859,217.084,328.046,0,0.0704956,-0.00701904,1.0437,0.718384,-0.155945,0.0378418
1013,1,-9.0519,-3.94842,-599.204,-44385.3,-8809.85,-734.504,217.072,328.074,0,0.0714111,-0.00762939,1.04431,0.718994,-0.15625,0.0369263
1013,2,-9.09421,-3.85368,-597.796,-44361.3,-8810.42,-716.245,217.037,328.208,0,0.0717163,-0.00701904,1.04187,0.718689,-0.15625,0.0363159
1013,3,-9.27665,-3.99259,-599.031,-44348.5,-8838.67,-725.31,217.02,328.034,0,0.072937,-0.00793457,1.04401,0.718384,-0.15686,0.0366211
1014,0,-9.59046,-3.62864,-598.504,-44313.5,-8902.71,-689.008,216.9,328.04,0,0.0750732,-0.00549316,1.04309,0.718079,-0.158081,0.0354004
1014,1,-9.54633,-3.99322,-599.913,-44426.3,-8843.4,-661.672,217.034,328.055,0,0.0747681,-0.00793457,1.04553,0.719604,-0.157166,0.0344849
1014,2,-9.49826,-3.89922,-598.855,-44421.9,-8905.5,-634.368,216.904,328.178,0,0.0744629,-0.00732422,1.0437,0.719604,-0.158081,0.0335693
1014,3,-9.50073,-3.90134,-599.031,-44325.4,-8905.46,-652.677,216.909,327.995,0,0.0744629,-0.00732422,1.04401,0.718079,-0.158081,0.0341797
1015,0,-9.58866,-4.03508,-599.033,-44408.5,-8920.57,-652.424,216.883,328.134,0,0.0750732,-0.00823975,1.04401,0.719299,-0.158386,0.0341797
1015,1,-9.54394,-4.08046,-598.856,-44371.6,-8903.42,-625.256,216.908,328.094,0,0.0747681,-0.00854492,1.0437,0.718689,-0.158081,0.0332642
1015,2,-9.68003,-3.67527,-599.56,-44393.3,-8954.19,-634.501,216.84,328.043,0,0.0756836,-0.00579834,1.04492,0.719299,-0.158997,0.0335693
1015,3,-10.0842,-3.8093,-599.919,-44495.8,-8896.12,-652.285,216.946,328.17,0,0.0784302,-0.00671387,1.04553,0.720825,-0.158386,0.0341797
1016,0,-9.86176,-3.45232,-600.969,-44481,-8923.54,-607.383,216.926,328.016,0,0.0769043,-0.00427246,1.04736,0.720825,-0.158691,0.0326538
1016,1,-9.94779,-3.44732,-599.738,-44480.4,-9018.7,-598.055,216.737,328.166,0,0.0775146,-0.00427246,1.04523,0.720825,-0.160217,0.0323486
1016,2,-9.81337,-3.26875,-600.262,-44434.5,-9140.01,-552.935,216.548,328.025,0,0.0765991,-0.00305176,1.04614,0.720215,-0.162048,0.0308228
1016,3,-9.76997,-3.18044,-600.966,-44508.2,-9043.83,-580.252,216.726,328.061,0,0.0762939,-0.00244141,1.04736,0.721436,-0.160522,0.0317383
1017,0,-9.85898,-2.95554,-602.022,-44595.9,-9173.07,-543.973,216.538,328.077,0,0.0769043,-0.000915527,1.04919,0.722961,-0.162659,0.0305176
1017,1,-9.72417,-2.59468,-602.196,-44638.5,-9179.05,-562.33,216.532,328.126,0,0.0759888,0.00152588,1.0495,0.723877,-0.162659,0.0311279
1017,2,-9.76948,-2.73045,-602.197,-44586.4,-9235.38,-580.421,216.439,328.04,0,0.0762939,0.000610352,1.0495,0.722961,-0.163574,0.0317383
1017,3,-9.54432,-2.19012,-603.072,-44718.3,-9243.66,-553.523,216.447,328.151,0,0.0747681,0.00427246,1.05103,0.725403,-0.163574,0.0308228
1018,0,-9.54216,-2.00709,-602.721,-44768.4,-9322.14,-589.734,216.308,328.277,0,0.0747681,0.00549316,1.05042,0.726318,-0.164795,0.0320435
