Devices
1000
,,FP1_4719 - Force,,,FP1_4719 - Moment,,,FP1_4719 - CoP,,,FP1_4719 - Raw,,,,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Pin 1,Pin 2,Pin 3,Pin 4,Pin 5,Pin 6
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V
171,1,-4.35128,15.2971,-117.906,10844.5,-1114.26,-773.247,222.325,162.024,0,0.0384521,0.118103,0.210876,-0.136414,-0.015564,0.0369263
171,2,-4.34904,15.2101,-117.205,10744.6,-1038.32,-836.494,222.916,162.326,0,0.0384521,0.117493,0.209656,-0.134888,-0.0143433,0.0390625
171,3,-4.66211,14.8964,-117.035,10711.9,-1062.91,-836.077,222.693,162.473,0,0.0405884,0.115356,0.209351,-0.134583,-0.0149536,0.0390625
172,0,-4.4809,14.9876,-116.68,10696.6,-1091.21,-836.133,222.423,162.326,0,0.0393677,0.115967,0.20874,-0.134277,-0.0152588,0.0390625
172,1,-4.52806,15.1217,-116.679,10779.7,-1050.4,-818.191,222.773,161.612,0,0.0396729,0.116882,0.20874,-0.135498,-0.0146484,0.0384521
172,2,-4.70746,14.9408,-117.387,10694.3,-1060.01,-817.958,222.745,162.897,0,0.0408936,0.115662,0.209961,-0.134277,-0.0149536,0.0384521
172,3,-4.34305,14.8544,-116.327,10575.2,-1019.9,-790.593,223.007,163.091,0,0.0384521,0.115051,0.20813,-0.132446,-0.0140381,0.0375366
173,0,-4.70235,14.6755,-116.157,10586.9,-1042.68,-808.434,222.799,162.857,0,0.0408936,0.113831,0.207825,-0.132751,-0.0146484,0.038147
173,1,-4.74815,14.7659,-115.805,10687.4,-1099.81,-826.673,222.278,161.711,0,0.0411987,0.114441,0.207214,-0.134277,-0.015564,0.0387573
173,2,-4.43366,14.8548,-115.975,10633.4,-997.167,-790.603,223.177,162.314,0,0.0390625,0.115051,0.20752,-0.133362,-0.0137329,0.0375366
173,3,-4.52468,14.7179,-116.506,10627.3,-992.132,-808.686,223.259,162.783,0,0.0396729,0.114136,0.208435,-0.133362,-0.0137329,0.038147
174,0,-4.34089,14.4961,-115.272,10618.2,-1041.4,-799.389,222.741,161.886,0,0.0384521,0.11261,0.206299,-0.133362,-0.0143433,0.0378418
174,1,-4.52058,14.4511,-115.627,10577.5,-1051.8,-799.249,222.679,162.521,0,0.0396729,0.112305,0.206909,-0.132751,-0.0146484,0.0378418
174,2,-4.47699,14.3141,-115.802,10591,-956.332,-772.088,223.517,162.542,0,0.0393677,0.111389,0.207214,-0.133057,-0.0131226,0.0369263
174,3,-4.60574,14.3655,-115.103,10419.4,-1087.26,-807.899,222.329,163.478,0,0.0402832,0.111694,0.205994,-0.13031,-0.0152588,0.038147
175,0,-4.5202,14.2698,-116.157,10492.2,-1011.74,-790.045,223.065,163.672,0,0.0396729,0.111084,0.207825,-0.131531,-0.0140381,0.0375366
175,1,-4.29531,14.2705,-115.274,10589.3,-1024.03,-808.328,222.892,162.138,0,0.038147,0.111084,0.206299,-0.133057,-0.0140381,0.038147
175,2,-4.4307,14.4057,-115.627,10575.5,-1056.11,-826.477,222.641,162.538,0,0.0390625,0.112,0.206909,-0.132751,-0.0146484,0.0387573
175,3,-4.29235,14.0926,-114.747,10562.4,-1102.48,-799.008,222.167,161.95,0,0.038147,0.109863,0.205383,-0.132751,-0.0152588,0.0378418
176,0,-4.38133,14.2301,-114.396,10472,-982.533,-798.923,223.186,162.458,0,0.0387573,0.110779,0.204773,-0.131226,-0.0134277,0.0378418
176,1,-4.38122,14.0039,-114.573,10462.3,-982.13,-798.811,223.203,162.685,0,0.0387573,0.109253,0.205078,-0.131226,-0.0134277,0.0378418
176,2,-4.42547,14.0497,-114.574,10464.1,-1057.73,-807.84,222.543,162.669,0,0.0390625,0.109558,0.205078,-0.131226,-0.0146484,0.038147
176,3,-4.20209,14.047,-114.922,10541.1,-1125.67,-808.077,221.98,162.277,0,0.0375366,0.109558,0.205688,-0.132446,-0.015564,0.038147
177,0,-4.28827,14.1421,-114.219,10333.1,-947.734,-771.499,223.477,163.533,0,0.038147,0.110168,0.204468,-0.129089,-0.0128174,0.0369263
177,1,-4.38156,14.0486,-114.571,10522.1,-1040.22,-771.68,222.696,162.161,0,0.0387573,0.109558,0.205078,-0.132141,-0.0143433,0.0369263
177,2,-4.06313,13.8695,-114.57,10359.8,-1054.39,-780.564,222.572,163.577,0,0.0366211,0.108337,0.205078,-0.1297,-0.0143433,0.0372314
177,3,-4.19938,13.9151,-114.042,10439.4,-971.656,-762.479,223.255,162.46,0,0.0375366,0.108643,0.204163,-0.13092,-0.0131226,0.0366211
178,0,-4.1994,13.6899,-113.692,10449.3,-914.322,-789.572,223.733,162.091,0,0.0375366,0.107117,0.203552,-0.131226,-0.012207,0.0375366
178,1,-4.15213,13.7819,-113.515,10395.3,-974.625,-762.294,223.189,162.424,0,0.0372314,0.107727,0.203247,-0.13031,-0.0131226,0.0366211
178,2,-4.28541,13.6922,-114.223,10275,-1064.19,-807.384,222.458,164.045,0,0.038147,0.107117,0.204468,-0.128479,-0.0146484,0.038147
178,3,-4.10411,13.5141,-112.635,10384.1,-997.49,-734.82,222.919,161.807,0,0.0369263,0.105896,0.201721,-0.13031,-0.0134277,0.0357056
179,0,-4.10579,13.7377,-113.515,10335.3,-996.104,-780.331,223,162.952,0,0.0369263,0.107422,0.203247,-0.129395,-0.0134277,0.0372314
179,1,-4.14944,13.6479,-113.515,10369.9,-1129.58,-743.953,221.824,162.647,0,0.0372314,0.106812,0.203247,-0.130005,-0.015564,0.0360107
179,2,-3.83248,13.5146,-112.632,10287.5,-990.353,-743.888,222.982,162.663,0,0.0350952,0.105896,0.201721,-0.128784,-0.0131226,0.0360107
179,3,-3.96664,13.3332,-113.517,10259.8,-1176.62,-779.965,221.41,163.619,0,0.0360107,0.104675,0.203247,-0.128479,-0.0161743,0.0372314
180,0,-4.10102,13.2002,-112.638,10235.4,-977.84,-743.509,223.094,163.13,0,0.0369263,0.10376,0.201721,-0.128174,-0.0131226,0.0360107
180,1,-3.92133,13.2445,-112.636,10295.2,-1083.37,-770.865,222.157,162.598,0,0.0357056,0.104065,0.201721,-0.129089,-0.0146484,0.0369263
180,2,-3.78611,13.1089,-112.457,10270.3,-972.967,-707.375,223.123,162.674,0,0.03479,0.103149,0.201416,-0.128784,-0.0128174,0.03479
180,3,-3.9665,13.1089,-112.636,10308.7,-1061.78,-752.662,222.348,162.478,0,0.0360107,0.103149,0.201721,-0.129395,-0.0143433,0.0363159
181,0,-4.05291,12.9332,-111.406,10205.3,-904.303,-706.947,223.658,162.395,0,0.0366211,0.101929,0.199585,-0.127869,-0.0119019,0.03479
181,1,-3.91738,13.2488,-111.756,10218.4,-1104.12,-743.414,221.895,162.565,0,0.0357056,0.104065,0.200195,-0.127869,-0.0149536,0.0360107
181,2,-3.78217,13.1582,-111.754,10176,-1032.49,-725.273,222.536,162.943,0,0.03479,0.103455,0.200195,-0.127258,-0.0137329,0.0354004
181,3,-3.96169,12.7976,-111.758,10160.6,-985.221,-706.852,222.959,163.084,0,0.0360107,0.101013,0.200195,-0.127258,-0.0131226,0.03479
182,0,-3.86665,12.7128,-110.527,10060.8,-1030.58,-742.797,222.451,162.974,0,0.0354004,0.100403,0.198059,-0.125732,-0.0137329,0.0360107
182,1,-4.00804,12.8874,-111.582,10241.8,-1003.26,-734.177,222.784,162.213,0,0.0363159,0.101624,0.19989,-0.128479,-0.0134277,0.0357056
182,2,-3.64184,12.6209,-110.876,10037.4,-1020.54,-715.669,222.571,163.472,0,0.0338745,0.0997925,0.198669,-0.125427,-0.0134277,0.0350952
182,3,-3.7746,12.5774,-110.877,10016,-1130.35,-670.129,221.58,163.666,0,0.03479,0.0994873,0.198669,-0.125122,-0.0152588,0.0335693
183,0,-3.73217,12.8021,-110.7,10045.3,-997.485,-724.792,222.764,163.257,0,0.0344849,0.101013,0.198364,-0.125427,-0.0131226,0.0354004
183,1,-3.54979,12.5778,-110.17,10074.4,-1103.44,-688.398,221.759,162.556,0,0.0332642,0.0994873,0.197449,-0.126038,-0.0146484,0.0341797
183,2,-3.41414,12.533,-110.347,9937.27,-993.008,-733.675,222.776,163.945,0,0.0323486,0.0991821,0.197754,-0.123901,-0.0128174,0.0357056
183,3,-3.77268,12.4898,-110.351,9896.73,-995.505,-688.052,222.754,164.316,0,0.03479,0.098877,0.197754,-0.123291,-0.0131226,0.0341797
184,0,-3.58851,12.1327,-109.119,9881.89,-1064.26,-696.803,222.022,163.439,0,0.0335693,0.0964355,0.195618,-0.123291,-0.0140381,0.0344849
184,1,-3.67835,12.1799,-108.24,9942.33,-1042.83,-733.053,222.141,162.146,0,0.0341797,0.0967407,0.194092,-0.124207,-0.0137329,0.0357056
184,2,-3.63268,11.9979,-109.297,9760.25,-945.256,-696.616,223.126,164.7,0,0.0338745,0.09552,0.195923,-0.12146,-0.012207,0.0344849
184,3,-3.63329,11.8618,-109.298,9812.34,-984.314,-723.81,222.769,164.224,0,0.0338745,0.0946045,0.195923,-0.122375,-0.0128174,0.0354004
185,0,-3.72028,11.8652,-108.594,9793.38,-1039.36,-678.263,222.204,163.817,0,0.0344849,0.0946045,0.194702,-0.12207,-0.0137329,0.0338745
185,1,-3.63201,11.8191,-108.241,9888.27,-1005.72,-705.613,222.483,162.646,0,0.0338745,0.0942993,0.194092,-0.123596,-0.0131226,0.03479
185,2,-3.67165,11.5975,-108.067,9685.53,-1022.66,-659.781,222.312,164.375,0,0.0341797,0.0927734,0.193787,-0.120544,-0.0134277,0.0332642
185,3,-3.7136,11.4206,-107.366,9581.71,-963.684,-677.59,222.799,164.757,0,0.0344849,0.0915527,0.192566,-0.119019,-0.0125122,0.0338745
186,0,-3.84967,11.0574,-108.074,9623.68,-1053.4,-713.71,222.028,164.953,0,0.0354004,0.0891113,0.193787,-0.119934,-0.0140381,0.0350952
186,1,-3.66711,11.2412,-106.838,9651.4,-1083.14,-668.415,221.637,163.663,0,0.0341797,0.090332,0.19165,-0.120239,-0.0143433,0.0335693
186,2,-3.61997,11.0176,-106.487,9526.21,-949.713,-650.021,222.856,164.541,0,0.0338745,0.0888062,0.19104,-0.118408,-0.012207,0.032959
186,3,-3.80126,11.0179,-106.138,9642.24,-1020.55,-731.649,222.16,163.154,0,0.0350952,0.0888062,0.19043,-0.120239,-0.0134277,0.0357056
187,0,-3.6168,10.6611,-104.905,9550.32,-933.465,-667.813,222.877,162.962,0,0.0338745,0.0863647,0.188293,-0.119019,-0.0119019,0.0335693
187,1,-3.74749,10.7107,-104.379,9436.6,-1005.69,-667.487,222.14,163.593,0,0.03479,0.0866699,0.187378,-0.117188,-0.0131226,0.0335693
187,2,-3.65653,10.3957,-104.029,9384.73,-933.095,-712.635,222.805,163.788,0,0.0341797,0.0845337,0.186768,-0.116577,-0.0119019,0.0350952
187,3,-3.70134,10.7112,-104.555,9359.23,-1007.28,-667.415,222.141,164.485,0,0.0344849,0.0866699,0.187683,-0.115967,-0.0131226,0.0335693
188,0,-3.87717,10.2635,-104.386,9185.5,-999.26,-703.083,222.202,166.005,0,0.0357056,0.0836182,0.187378,-0.113525,-0.0131226,0.03479
188,1,-4.14543,10.1759,-103.684,9239.96,-1046.11,-648.439,221.686,164.884,0,0.0375366,0.0830078,0.186157,-0.114441,-0.0140381,0.032959
188,2,-4.00559,9.91109,-101.925,9171.5,-997.443,-666.206,221.989,164.017,0,0.0366211,0.0811768,0.183105,-0.113525,-0.0131226,0.0335693
188,3,-4.09498,9.77639,-101.928,9146.37,-1012.92,-702.321,221.837,164.266,0,0.0372314,0.0802612,0.183105,-0.11322,-0.0134277,0.03479
189,0,-3.91044,9.55413,-101.577,8943.78,-982.785,-720.101,222.1,165.951,0,0.0360107,0.0787354,0.182495,-0.110168,-0.0128174,0.0354004
189,1,-3.95502,9.32844,-101.579,8972.68,-1038.91,-719.969,221.547,165.668,0,0.0363159,0.0772095,0.182495,-0.110779,-0.0137329,0.0354004
189,2,-4.08832,9.3773,-100.524,8936.77,-918.272,-710.734,222.64,165.098,0,0.0372314,0.0775146,0.180664,-0.110168,-0.0119019,0.0350952
189,3,-4.26375,9.24732,-99.4725,8892.84,-1028.54,-737.515,221.435,164.6,0,0.0384521,0.0765991,0.178833,-0.109558,-0.0137329,0.0360107
190,0,-4.08472,9.01894,-100.176,8882.71,-1054.89,-755.687,221.245,165.329,0,0.0372314,0.0750732,0.180054,-0.109558,-0.0140381,0.0366211
190,1,-4.35278,9.02291,-99.1222,8883.44,-986.102,-719.174,221.827,164.379,0,0.0390625,0.0750732,0.178223,-0.109558,-0.0131226,0.0354004
190,2,-4.30324,9.11853,-98.0664,8733.47,-931.764,-718.916,222.274,164.943,0,0.0387573,0.0756836,0.176392,-0.107117,-0.012207,0.0354004
190,3,-4.52222,8.67181,-97.8978,8598.11,-1135.03,-745.425,220.181,166.173,0,0.0402832,0.0726318,0.176086,-0.105286,-0.015564,0.0363159
191,0,-4.29979,8.62503,-97.5433,8654.52,-971.74,-772.863,221.813,165.275,0,0.0387573,0.0723267,0.175476,-0.106201,-0.0128174,0.0372314
